AOP ID,Title,OECD Status,License,Handbook Version,Completion %,Raw Score,Max Score,Events,KERs,Stressors,Empty Free Text Fields,Empty Structured Fields
545,"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased cholesterol synthesis",,BY-SA,2.7,78.95,15,19,5,4,0,"quantitative_considerations, potential_applications, known_modulating_factors",stressors
548,"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased PCSK9 protein expression",,BY-SA,2.7,78.95,15,19,5,4,0,"quantitative_considerations, potential_applications, known_modulating_factors",stressors
30,Estrogen receptor antagonism leading to reproductive dysfunction,Under Review,BY-SA,1.0,76.47,13,17,6,5,0,"background, ke_essentiality, potential_applications, development_strategy, known_modulating_factors",stressors
271,Inhibition of thyroid peroxidase leading to impaired fertility in fish,Under Development,BY-SA,2.0,76.47,13,17,5,4,3,"overall_assessment_description, overall_assessment_applicability, woe_evidence, quantitative_considerations, development_strategy",
288,"Inhibition of 17α-hydrolase/C 10,20-lyase (Cyp17A1) activity leads to birth reproductive defects (cryptorchidism) in male (mammals)",,BY-SA,2.0,76.47,13,17,8,9,0,"background, overall_assessment_description, quantitative_considerations, development_strategy, known_modulating_factors",stressors
294,Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer,Under Development,BY-SA,2.0,76.47,13,17,9,14,2,"quantitative_considerations, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
297,Inhibition of retinaldehyde dehydrogenase leads to population decline,Under Development,BY-SA,2.0,76.47,13,17,6,5,8,"overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, development_strategy, known_modulating_factors",
300,Thyroid Receptor Antagonism and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Under Development,BY-SA,2.0,76.47,13,17,5,5,0,"background, overall_assessment_description, woe_evidence, development_strategy, known_modulating_factors",stressors
301,Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis ,,BY-SA,2.0,76.47,13,17,5,4,2,"ke_essentiality, woe_evidence, quantitative_considerations, development_strategy, known_modulating_factors",taxonomy_applicability
349,Inhibition of 11β-hydroxylase leading to decresed population trajectory ,Under Development,BY-SA,2.0,76.47,13,17,8,8,5,"overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, development_strategy, known_modulating_factors",
393,AOP for thyroid disorder caused by triphenyl phosphate via TRβ activation,,BY-SA,2.0,76.47,13,17,6,0,1,,"kers, sex_applicability, life_stage_applicability, taxonomy_applicability"
401,G protein-coupled estrogen receptor 1 (GPER) signal pathway in the lipid metabolism disrupting effects,,BY-SA,2.0,76.47,13,17,10,0,1,,"kers, sex_applicability, life_stage_applicability, taxonomy_applicability"
430,Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation,Under Development,All rights reserved,2.0,76.47,13,17,5,4,3,"ke_essentiality, woe_evidence, quantitative_considerations, potential_applications",
41,Sustained AhR Activation leading to Rodent Liver Tumours,Under Review,BY-SA,1.0,70.59,12,17,5,7,0,"background, overall_assessment_applicability, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
91,Sodium channel inhibition leading to reduced survival,,BY-SA,1.0,70.59,12,17,6,7,0,"background, ke_essentiality, woe_evidence, development_strategy, known_modulating_factors","stressors, sex_applicability"
97,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to population decline,,BY-SA,1.0,70.59,12,17,10,17,1,"background, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
136,Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors,Under Review,BY-SA,1.0,70.59,12,17,7,7,1,"background, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
152,Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ,Under Development,BY-SA,1.0,70.59,12,17,11,4,13,"overall_assessment_description, overall_assessment_applicability, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
258,Renal protein alkylation leading to kidney toxicity,Under Development,BY-SA,1.0,70.59,12,17,5,4,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, development_strategy, known_modulating_factors",stressors
320,Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality,Under Development,BY-SA,2.0,70.59,12,17,9,8,3,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, development_strategy",
374,Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis,Under Development,All rights reserved,2.0,70.59,12,17,4,4,3,"overall_assessment_description, overall_assessment_applicability, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
462,Activation of reactive oxygen species leading the atherosclerosis,,BY-SA,2.5,68.42,13,19,7,7,1,"background, overall_assessment_description, potential_applications, development_strategy","sex_applicability, taxonomy_applicability"
509,Nrf2 inhibition leading to vascular disrupting effects through activating apoptosis signal pathway and mitochondrial dysfunction,,All rights reserved,2.6,68.42,13,19,7,8,0,"potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
521,Essential element imbalance leads to reproductive failure via oxidative stress,,BY-SA,2.6,68.42,13,19,7,7,2,"abstract, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications",
522,Estrogen antagonism leading to increased risk of autism-like behavior,,Open for adoption,2.6,68.42,13,19,6,5,1,"authors, background, overall_assessment_description, overall_assessment_applicability, potential_applications, development_strategy",
546,Succinate dehydrogenase inactivation leads to cancer through hypoxic-like mechanisms,,All rights reserved,2.7,68.42,13,19,5,4,3,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications",
566,"Decreased, GnRH pulsatility/release leading to estradiol availability, increased via impaired ovulation",,All rights reserved,2.7,68.42,13,19,6,5,0,"background, overall_assessment_description, ke_essentiality, quantitative_considerations, potential_applications",stressors
591,DBDPE-induced DNA damage increase in liver leading to Non-alcoholic fatty liver disease via liver steatosis and inhibition of regeneration,,BY-SA,2.7,68.42,13,19,12,13,1,"authors, overall_assessment_description, ke_essentiality, quantitative_considerations, potential_applications, development_strategy",
592,DBDPE-induced DNA strand breaks and LDH activity inhibition leading to population growth rate decline via energy metabolism disrupt and apoptosis,,BY-SA,2.7,68.42,13,19,11,10,1,"authors, overall_assessment_description, overall_assessment_applicability, quantitative_considerations, potential_applications, development_strategy",
16,Acetylcholinesterase inhibition leading to acute mortality,Under Development,BY-SA,1.0,64.71,11,17,7,12,0,"background, overall_assessment_description, quantitative_considerations, potential_applications, development_strategy","stressors, taxonomy_applicability"
29,Estrogen receptor agonism leading to reproductive dysfunction,,BY-SA,1.0,64.71,11,17,9,6,0,"background, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
200,Estrogen receptor activation leading to breast cancer  ,,Open for adoption,1.0,64.71,11,17,22,24,0,"background, overall_assessment_description, ke_essentiality, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
261,L-type calcium channel blockade leading to heart failure via decrease in cardiac contractility,Under Development,All rights reserved,2.0,64.71,11,17,8,8,9,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
281,Acetylcholinesterase Inhibition Leading to Neurodegeneration,,BY-SA,2.0,64.71,11,17,10,11,0,"overall_assessment_description, potential_applications","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
303,Frustrated phagocytosis-induced lung cancer,Under Development,BY-SA,2.0,64.71,11,17,7,6,1,"background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
309,Luteinizing hormone receptor antagonism leading to reproductive dysfunction,,BY-SA,2.0,64.71,11,17,7,6,4,"authors, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
429,A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants,,BY-SA,2.0,64.71,11,17,10,9,0,"background, overall_assessment_description, ke_essentiality, quantitative_considerations, development_strategy, known_modulating_factors","stressors, life_stage_applicability"
433,hERG channel blockade leading to sudden cardiac death,,BY-SA,2.0,64.71,11,17,6,5,0,"background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, development_strategy",stressors
441,Ionizing radiation-induced DNA damage leads to microcephaly via apoptosis and premature cell differentiation,,BY-SA,2.0,64.71,11,17,7,8,1,"background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",
503,"Activation of uterine estrogen receptor-alfa leading to endometrial adenocarcinoma, via epigenetic modulation",Under Review,BY-SA,2.6,63.16,12,19,6,5,2,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",
536,Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,,BY-SA,2.7,63.16,12,19,6,5,0,"authors, overall_assessment_description, potential_applications","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
8,"Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals",Under Development,Open for adoption,1.0,58.82,10,17,9,8,0,"overall_assessment_description, overall_assessment_applicability, ke_essentiality, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability"
27,Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11),Under Development,BY-SA,1.0,58.82,10,17,8,9,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
94,Sodium channel inhibition leading to congenital malformations,,BY-SA,1.0,58.82,10,17,6,5,0,"background, overall_assessment_description, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability"
124,HMG-CoA reductase inhibition leading to decreased fertility,,BY-SA,1.0,58.82,10,17,6,5,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
176,Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis,,BY-SA,1.0,58.82,10,17,5,5,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
207,NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans,,All rights reserved,1.0,58.82,10,17,8,9,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",
208,Janus kinase (JAK)/Signal transducer and activator of transcription (STAT) and Transforming growth factor (TGF)-beta pathways activation leading to reproductive failure,,All rights reserved,1.0,58.82,10,17,3,2,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
210,Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building,,All rights reserved,1.0,58.82,10,17,6,5,1,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",
